x cool
-0.5 26.3795403312
-0.491836734694 24.5238647101
-0.483673469388 22.8222760539
-0.475510204082 21.2600011907
-0.467346938776 19.8238721161
-0.459183673469 18.5021313572
-0.451020408163 17.2842633428
-0.442857142857 16.1608479931
-0.434693877551 15.1234333324
-0.426530612245 14.1644244317
-0.418367346939 13.276986396
-0.410204081633 12.4549594576
-0.402040816327 11.6927845294
-0.39387755102 10.9854378092
-0.385714285714 10.3283732358
-0.377551020408 9.71747176733
-0.369387755102 9.1489965987
-0.361224489796 8.61955355916
-0.35306122449 8.12605603574
-0.344897959184 7.66569385769
-0.336734693878 7.23590565363
-0.328571428571 6.83435425802
-0.320408163265 6.45890479964
-0.312244897959 6.10760515263
-0.304081632653 5.77866847176
-0.295918367347 5.47045756936
-0.287755102041 5.18147092154
-0.279591836735 4.91033011832
-0.271428571429 4.65576859463
-0.263265306122 4.41662149962
-0.255102040816 4.19181657838
-0.24693877551 3.98036595582
-0.238775510204 3.78135872479
-0.230612244898 3.59395425285
-0.222448979592 3.41737613116
-0.214285714286 3.25090669839
-0.20612244898 3.09388207992
-0.197959183673 2.94568768922
-0.189795918367 2.80575414444
-0.181632653061 2.67355355835
-0.173469387755 2.54859616424
-0.165306122449 2.43042724454
-0.157142857143 2.31862433259
-0.148979591837 2.21279466081
-0.140816326531 2.11257283174
-0.132653061224 2.01761869056
-0.124489795918 1.92761538008
-0.116326530612 1.84226756107
-0.108163265306 1.76129978263
-0.1 1.68445498868
