x cool
-3.0 10.0427684616
-2.9693877551 9.89139359159
-2.9387755102 9.7446548748
-2.90816326531 9.60248699711
-2.87755102041 9.46482922273
-2.84693877551 9.33162550274
-2.81632653061 9.20282460293
-2.78571428571 9.07838025295
-2.75510204082 8.95825131922
-2.72448979592 8.84240200414
-2.69387755102 8.73080207489
-2.66326530612 8.62342712515
-2.63265306122 8.52025887408
-2.60204081633 8.42128550706
-2.57142857143 8.32650206388
-2.54081632653 8.23591088054
-2.51020408163 8.1495220922
-2.47959183673 8.06735420579
-2.44897959184 7.98943475249
-2.41836734694 7.91580103177
-2.38775510204 7.84650096103
-2.35714285714 7.78159404722
-2.32653061224 7.72115250001
-2.29591836735 7.66526250955
-2.26530612245 7.61402571674
-2.23469387755 7.56756090887
-2.20408163265 7.52600598081
-2.17346938776 7.48952020996
-2.14285714286 7.45828690341
-2.11224489796 7.4325164891
-2.08163265306 7.41245013847
-2.05102040816 7.39836402898
-2.02040816327 7.39057438042
-1.98979591837 7.38944343257
-1.95918367347 7.39538657417
-1.92857142857 7.40888088862
-1.89795918367 7.43047545449
-1.86734693878 7.46080383399
-1.83673469388 7.50059930951
-1.80612244898 7.55071359873
-1.77551020408 7.61214000905
-1.74489795918 7.68604230819
-1.71428571429 7.77379102585
-1.68367346939 7.877009515
-1.65306122449 7.99763297521
-1.62244897959 8.13798490003
-1.59183673469 8.30087725689
-1.5612244898 8.48974346079
-1.5306122449 8.7088173853
-1.5 8.96337814068
