x cool
-3.0 5.0213842308
-2.9693877551 5.02257291179
-2.9387755102 5.02619040911
-2.90816326531 5.03231938886
-2.87755102041 5.04105034689
-2.84693877551 5.0524823164
-2.81632653061 5.06672365779
-2.78571428571 5.08389294165
-2.75510204082 5.10411993769
-2.72448979592 5.12754672429
-2.69387755102 5.15432893578
-2.66326530612 5.18463716727
-2.63265306122 5.21865856037
-2.60204081633 5.25659859677
-2.57142857143 5.29868313156
-2.54081632653 5.34516070393
-2.51020408163 5.39630516916
-2.47959183673 5.4524187046
-2.44897959184 5.51383525172
-2.41836734694 5.58092446844
-2.38775510204 5.65409628074
-2.35714285714 5.73380614006
-2.32653061224 5.82056111539
-2.29591836735 5.91492697588
-2.26530612245 6.01753645355
-2.23469387755 6.12909891792
-2.20408163265 6.25041174678
-2.17346938776 6.38237374414
-2.14285714286 6.52600104049
-2.11224489796 6.68244601772
-2.08163265306 6.85301993934
-2.05102040816 7.03922014408
-2.02040816327 7.24276289281
-1.98979591837 7.46562326178
-1.95918367347 7.7100838752
-1.92857142857 7.97879480313
-1.89795918367 8.27484766523
-1.86734693878 8.60186794977
-1.83673469388 8.96413088209
-1.80612244898 9.36670800856
-1.77551020408 9.81565422219
-1.74489795918 10.3182485781
-1.71428571429 10.8833074362
-1.68367346939 11.521596007
-1.65306122449 12.2463754933
-1.62244897959 13.0741396755
-1.59183673469 14.0256201927
-1.5612244898 15.1271792574
-1.5306122449 16.4127712261
-1.5 17.9267562814
