x cool
-0.5 13.1897701656
-0.491836734694 12.462127169
-0.483673469388 11.7837466156
-0.475510204082 11.1506536857
-0.467346938776 10.559246168
-0.459183673469 10.0062547136
-0.451020408163 9.48870783515
-0.442857142857 9.00390102472
-0.434693877551 8.54936945523
-0.426530612245 8.12286380677
-0.418367346939 7.72232882215
-0.410204081633 7.34588425155
-0.402040816327 6.9918078921
-0.39387755102 6.65852046804
-0.385714285714 6.34457213057
-0.377551020408 6.04863038579
-0.369387755102 5.76946928367
-0.361224489796 5.50595972249
-0.35306122449 5.25706074149
-0.344897959184 5.02181169044
-0.336734693878 4.79932517843
-0.328571428571 4.5887807161
-0.320408163265 4.38941897608
-0.312244897959 4.20053660497
-0.304081632653 4.02148152831
-0.295918367347 3.85164869679
-0.287755102041 3.69047622779
-0.279591836735 3.53744190157
-0.271428571429 3.39205997609
-0.263265306122 3.25387828849
-0.255102040816 3.12247561451
-0.24693877551 2.9974592606
-0.238775510204 2.87846286601
-0.230612244898 2.76514439454
-0.222448979592 2.6571842979
-0.214285714286 2.55428383445
-0.20612244898 2.45616352876
-0.197959183673 2.36256175891
-0.189795918367 2.27323345988
-0.181632653061 2.18794893245
-0.173469387755 2.10649274799
-0.165306122449 2.02866274085
-0.157142857143 1.95426908033
-0.148979591837 1.88313341543
-0.140816326531 1.81508808605
-0.132653061224 1.74997539488
-0.124489795918 1.6876469348
-0.116326530612 1.62796296723
-0.108163265306 1.57079184696
-0.1 1.51600948982
