x cool
-0.5 6.5948850828
-0.491836734694 6.33279523487
-0.483673469388 6.08426100765
-0.475510204082 5.84840407598
-0.467346938776 5.62441479559
-0.459183673469 5.41154591652
-0.451020408163 5.2091069544
-0.442857142857 5.01645914234
-0.434693877551 4.83301089612
-0.426530612245 4.65821373409
-0.418367346939 4.49155860064
-0.410204081633 4.33257254836
-0.402040816327 4.18081573956
-0.39387755102 4.03587873267
-0.385714285714 3.89738002306
-0.377551020408 3.76496381156
-0.369387755102 3.63829797684
-0.361224489796 3.51707223089
-0.35306122449 3.40099643888
-0.344897959184 3.28979908701
-0.336734693878 3.18322588365
-0.328571428571 3.08103848081
-0.320408163265 2.98301330415
-0.312244897959 2.88894048138
-0.304081632653 2.79862285949
-0.295918367347 2.71187510284
-0.287755102041 2.62852286429
-0.279591836735 2.54840202296
-0.271428571429 2.47135798258
-0.263265306122 2.39724502479
-0.255102040816 2.32592571285
-0.24693877551 2.25727034115
-0.238775510204 2.19115642658
-0.230612244898 2.12746823825
-0.222448979592 2.06609636224
-0.214285714286 2.0069372985
-0.20612244898 1.94989308711
-0.197959183673 1.89487096173
-0.189795918367 1.8417830277
-0.181632653061 1.79054596308
-0.173469387755 1.74108074069
-0.165306122449 1.6933123694
-0.157142857143 1.64716965342
-0.148979591837 1.60258496782
-0.140816326531 1.55949404944
-0.132653061224 1.51783580168
-0.124489795918 1.4775521123
-0.116326530612 1.43858768329
-0.108163265306 1.40088987168
-0.1 1.36440854083
